START_ID|END_ID
M_2.80.1|P_454
M_2.80.2|P_68
M_2.81.0|P_52
M_2.82.0|P_281
M_2.82.1|P_53
M_2.82.2|P_455
M_2.83.0|P_198
M_2.83.1|P_118
M_2.83.2|P_348
M_2.84.0|P_192
M_2.85.0|P_138
M_2.86.0|P_308
M_2.87.0|P_55
M_2.88.0|P_77
M_2.88.1|P_248
M_2.89.0|P_183
M_2.89.1|P_395
M_2.89.2|P_208
M_2.90.0|P_87
M_2.91.0|P_458
M_2.91.1|P_383
M_2.94.0|P_453
M_2.94.1|P_449
M_2.94.2|P_387
M_2.95.0|P_169
M_2.95.1|P_425
M_2.96.0|P_73
M_2.96.1|P_349
M_2.96.2|P_302
M_2.98.0|P_422
M_2.98.1|P_477
M_2.98.2|P_203
M_2.99.0|P_296
M_2.99.1|P_422
M_3.2.0|P_153
M_3.2.1|P_94
M_3.3.0|P_275
M_3.4.0|P_236
M_3.4.1|P_446
M_3.4.2|P_4
M_3.5.0|P_150
M_3.6.0|P_445
M_3.7.0|P_368
M_3.8.0|P_64
M_3.8.1|P_367
M_3.8.2|P_128
M_3.9.0|P_112
M_3.9.1|P_119
M_3.10.0|P_468
M_3.11.0|P_473
M_3.11.1|P_41
M_3.11.2|P_416
M_3.12.0|P_144
M_3.12.1|P_260
M_3.12.2|P_311
M_3.16.0|P_173
M_3.16.1|P_201
M_3.17.0|P_211
M_3.17.1|P_9
M_3.18.0|P_499
M_3.18.1|P_26
M_3.23.0|P_388
M_3.23.1|P_272
M_3.23.2|P_181
M_3.25.0|P_458
M_3.26.0|P_174
M_3.27.0|P_472
M_3.29.0|P_388
M_3.29.1|P_145
M_3.29.2|P_491
M_3.30.0|P_191
M_3.31.0|P_99
M_3.32.0|P_484
M_3.32.1|P_416
M_3.32.2|P_141
M_3.33.0|P_308
M_3.34.0|P_297
M_3.34.1|P_115
M_3.35.0|P_389
M_3.35.1|P_39
M_3.35.2|P_477
M_3.36.0|P_297
M_3.37.0|P_201
M_3.37.1|P_146
M_3.38.0|P_45
M_3.38.1|P_125
M_3.38.2|P_274
M_3.39.0|P_13
M_3.40.0|P_223
M_3.40.1|P_207
M_3.41.0|P_261
M_3.43.0|P_249
M_3.43.1|P_346
M_3.45.0|P_329
M_3.45.1|P_361
M_3.45.2|P_177
M_3.47.0|P_347
M_3.48.0|P_490
M_3.48.1|P_279
M_3.48.2|P_447
M_3.50.0|P_241
M_3.50.1|P_56
M_3.50.2|P_193
M_3.51.0|P_248
M_3.51.1|P_341
M_3.51.2|P_50
M_3.52.0|P_181
M_3.53.0|P_225
M_3.53.1|P_123
M_3.53.2|P_74
M_3.54.0|P_371
M_3.54.1|P_459
M_3.54.2|P_469
M_3.56.0|P_8
M_3.56.1|P_282
M_3.56.2|P_471
M_3.58.0|P_58
M_3.58.1|P_459
M_3.59.0|P_347
M_3.59.1|P_383
M_3.60.0|P_309
M_3.60.1|P_220
M_3.61.0|P_263
M_3.61.1|P_102
M_3.61.2|P_169
M_3.63.0|P_253
M_3.63.1|P_437
M_3.66.0|P_434
M_3.66.1|P_70
M_3.67.0|P_296
M_3.68.0|P_160
M_3.70.0|P_2
M_3.73.0|P_175
M_3.73.1|P_197
M_3.74.0|P_319
M_3.74.1|P_109
M_3.74.2|P_25
M_3.75.0|P_135
M_3.75.1|P_354
M_3.75.2|P_179
M_3.76.0|P_92
M_3.76.1|P_205
M_3.77.0|P_365
M_3.77.1|P_52
M_3.77.2|P_189
M_3.78.0|P_44
M_3.78.1|P_27
M_3.78.2|P_479
M_3.79.0|P_59
M_3.80.0|P_192
M_3.80.1|P_348
M_3.81.0|P_220
M_3.81.1|P_128
M_3.81.2|P_371
M_3.83.0|P_469
M_3.83.1|P_223
M_3.86.0|P_356
M_3.86.1|P_368
M_3.87.0|P_354
M_3.88.0|P_416
M_3.88.1|P_477
M_3.88.2|P_136
M_3.89.0|P_297
M_3.90.0|P_469
M_3.90.1|P_298
M_3.91.0|P_52
M_3.91.1|P_369
M_3.92.0|P_286
M_3.92.1|P_23
M_3.92.2|P_414
M_3.93.0|P_205
M_3.93.1|P_341
M_3.93.2|P_252
M_3.94.0|P_75
M_3.96.0|P_238
M_3.97.0|P_409
M_3.97.1|P_402
M_3.97.2|P_179
M_3.98.0|P_229
M_3.98.1|P_271
M_3.98.2|P_264
M_3.99.0|P_71
M_3.99.1|P_380
M_3.99.2|P_304
M_4.1.0|P_332
M_4.1.1|P_186
M_4.2.0|P_121
M_4.2.1|P_421
M_4.2.2|P_137
M_4.3.0|P_69
M_4.3.1|P_146
M_4.3.2|P_473
M_4.4.0|P_101
M_4.4.1|P_253
M_4.4.2|P_195
M_4.5.0|P_96
M_4.6.0|P_31
M_4.6.1|P_84
M_4.6.2|P_416
M_4.7.0|P_478
M_4.7.1|P_124
M_4.7.2|P_101
M_4.8.0|P_259
M_4.9.0|P_415
M_4.9.1|P_334
M_4.9.2|P_334
M_4.10.0|P_491
M_4.10.1|P_0
M_4.11.0|P_334
M_4.11.1|P_335
M_4.12.0|P_395
M_4.12.1|P_62
M_4.12.2|P_297
M_4.14.0|P_370
M_4.14.1|P_14
M_4.14.2|P_358
M_4.15.0|P_339
M_4.15.1|P_257
M_4.16.0|P_3
M_4.16.1|P_123
M_4.17.0|P_374
M_4.17.1|P_312
M_4.20.0|P_267
M_4.20.1|P_193
M_4.21.0|P_90
M_4.21.1|P_202
M_4.23.0|P_369
M_4.23.1|P_404
M_4.23.2|P_246
M_4.25.0|P_335
M_4.26.0|P_166
M_4.26.1|P_469
M_4.26.2|P_468
M_4.27.0|P_242
M_4.27.1|P_149
M_4.27.2|P_170
M_4.28.0|P_399
M_4.28.1|P_482
M_4.28.2|P_100
M_4.29.0|P_252
M_4.29.1|P_170
M_4.30.0|P_176
M_4.30.1|P_210
M_4.31.0|P_361
M_4.33.0|P_309
M_4.35.0|P_375
M_4.35.1|P_314
M_4.35.2|P_123
M_4.36.0|P_149
M_4.36.1|P_416
M_4.37.0|P_341
M_4.37.1|P_181
M_4.38.0|P_419
M_4.40.0|P_481
M_4.40.1|P_124
M_4.41.0|P_34
M_4.42.0|P_171
M_4.42.1|P_422
M_4.42.2|P_131
M_4.44.0|P_161
M_4.46.0|P_328
M_4.47.0|P_365
M_4.47.1|P_261
M_4.47.2|P_131
M_4.48.0|P_29
M_4.50.0|P_335
M_4.50.1|P_299
M_4.50.2|P_366
M_4.51.0|P_230
M_4.51.1|P_417
M_4.51.2|P_219
M_4.52.0|P_340
M_4.52.1|P_95
M_4.54.0|P_172
M_4.54.1|P_26
M_4.54.2|P_80
M_4.57.0|P_238
M_4.59.0|P_213
M_4.59.1|P_321
M_4.59.2|P_432
M_4.60.0|P_334
M_4.63.0|P_412
M_4.64.0|P_57
M_4.64.1|P_428
M_4.64.2|P_35
M_4.66.0|P_2
M_4.66.1|P_386
M_4.66.2|P_384
M_4.67.0|P_357
M_4.67.1|P_236
M_4.68.0|P_360
M_4.68.1|P_252
M_4.68.2|P_66
M_4.69.0|P_494
M_4.70.0|P_10
M_4.70.1|P_496
M_4.75.0|P_443
M_4.75.1|P_270
M_4.77.0|P_112
M_4.77.1|P_150
M_4.77.2|P_11
M_4.78.0|P_235
M_4.78.1|P_180
M_4.80.0|P_248
M_4.81.0|P_424
M_4.82.0|P_388
M_4.83.0|P_383
M_4.83.1|P_215
M_4.84.0|P_267
M_4.84.1|P_307
M_4.84.2|P_123
M_4.85.0|P_488
M_4.86.0|P_144
M_4.87.0|P_326
M_4.87.1|P_171
M_4.87.2|P_242
M_4.88.0|P_3
M_4.88.1|P_435
M_4.91.0|P_279
M_4.91.1|P_271
M_4.93.0|P_25
M_4.93.1|P_114
M_4.94.0|P_232
M_4.94.1|P_276
M_4.94.2|P_481
M_4.95.0|P_290
M_4.95.1|P_430
M_4.96.0|P_311
M_4.96.1|P_321
M_4.97.0|P_146
M_4.99.0|P_476
M_4.99.1|P_92
M_4.99.2|P_357
M_5.1.0|P_170
M_5.1.1|P_307
M_5.2.0|P_465
M_5.3.0|P_483
M_5.4.0|P_135
M_5.5.0|P_112
M_5.5.1|P_227
M_5.6.0|P_158
M_5.7.0|P_233
M_5.8.0|P_173
M_5.8.1|P_431
M_5.8.2|P_64
M_5.9.0|P_258
M_5.9.1|P_489
M_5.11.0|P_311
M_5.12.0|P_149
M_5.13.0|P_183
M_5.14.0|P_220
M_5.14.1|P_332
M_5.15.0|P_472
M_5.15.1|P_2
M_5.15.2|P_72
M_5.16.0|P_405
M_5.16.1|P_448
M_5.17.0|P_268
M_5.17.1|P_301
M_5.18.0|P_427
M_5.19.0|P_251
M_5.20.0|P_468
M_5.21.0|P_80
M_5.21.1|P_357
M_5.23.0|P_443
M_5.23.1|P_225
M_5.23.2|P_277
M_5.25.0|P_473
M_5.26.0|P_33
M_5.27.0|P_269
M_5.27.1|P_185
M_5.29.0|P_56
M_5.30.0|P_401
M_5.30.1|P_98
M_5.31.0|P_284
M_5.31.1|P_58
M_5.31.2|P_61
M_5.33.0|P_124
M_5.33.1|P_424
M_5.34.0|P_103
M_5.34.1|P_286
M_5.34.2|P_47
M_5.35.0|P_337
M_5.38.0|P_452
M_5.39.0|P_107
M_5.40.0|P_500
M_5.40.1|P_471
M_5.43.0|P_305
M_5.43.1|P_37
M_5.43.2|P_338
M_5.44.0|P_430
M_5.46.0|P_380
M_5.48.0|P_39
M_5.48.1|P_48
M_5.49.0|P_84
M_5.49.1|P_3
M_5.49.2|P_339
M_5.50.0|P_33
M_5.50.1|P_407
M_5.50.2|P_373
M_5.51.0|P_431
M_5.52.0|P_178
M_5.53.0|P_464
M_5.53.1|P_134
M_5.54.0|P_405
M_5.55.0|P_200
M_5.55.1|P_296
M_5.56.0|P_350
M_5.56.1|P_283
M_5.57.0|P_264
M_5.57.1|P_432
M_5.58.0|P_498
M_5.58.1|P_493
M_5.59.0|P_446
M_5.59.1|P_297
M_5.59.2|P_300
M_5.60.0|P_487
M_5.60.1|P_33
M_5.60.2|P_226
M_5.62.0|P_120
M_5.63.0|P_250
M_5.64.0|P_48
M_5.65.0|P_217
M_5.65.1|P_57
M_5.65.2|P_50
M_5.66.0|P_113
M_5.69.0|P_190
M_5.69.1|P_264
M_5.70.0|P_329
M_5.70.1|P_364
M_5.70.2|P_348
M_5.72.0|P_393
M_5.72.1|P_121
M_5.73.0|P_492
M_5.73.1|P_147
M_5.75.0|P_294
M_5.75.1|P_114
M_5.75.2|P_439
M_5.76.0|P_449
M_5.76.1|P_171
M_5.77.0|P_195
M_5.77.1|P_186
M_5.77.2|P_306
M_5.78.0|P_82
M_5.78.1|P_190
M_5.78.2|P_64
M_5.80.0|P_401
M_5.80.1|P_389
M_5.82.0|P_399
M_5.83.0|P_177
M_5.84.0|P_419
M_5.85.0|P_342
M_5.85.1|P_208
M_5.87.0|P_381
M_5.87.1|P_428
M_5.88.0|P_164
M_5.89.0|P_229
M_5.89.1|P_470
M_5.89.2|P_381
M_5.90.0|P_273
M_5.90.1|P_435
M_5.92.0|P_317
M_5.92.1|P_498
M_5.93.0|P_120
M_5.96.0|P_280
M_5.96.1|P_326
M_5.96.2|P_489
M_5.98.0|P_184
M_5.98.1|P_323
M_5.98.2|P_178
M_5.99.0|P_299
M_5.99.1|P_7
M_6.1.0|P_158
M_6.2.0|P_471
M_6.2.1|P_491
M_6.4.0|P_348
M_6.4.1|P_182
M_6.6.0|P_191
M_6.6.1|P_198
M_6.7.0|P_167
M_6.7.1|P_375
M_6.8.0|P_311
M_6.8.1|P_44
M_6.8.2|P_482
M_6.9.0|P_151
M_6.9.1|P_250
M_6.9.2|P_237
M_6.10.0|P_16
M_6.10.1|P_354
M_6.11.0|P_112
M_6.12.0|P_241
M_6.12.1|P_89
M_6.12.2|P_469
M_6.13.0|P_9
M_6.13.1|P_60
M_6.13.2|P_176
M_6.14.0|P_259
M_6.15.0|P_297
M_6.16.0|P_35
M_6.16.1|P_5
M_6.17.0|P_354
M_6.17.1|P_60
M_6.18.0|P_283
M_6.18.1|P_107
M_6.18.2|P_70
M_6.19.0|P_290
M_6.20.0|P_488
M_6.21.0|P_270
M_6.22.0|P_320
M_6.22.1|P_436
M_6.22.2|P_135
M_6.23.0|P_257
M_6.23.1|P_297
M_6.25.0|P_26
M_6.26.0|P_223
M_6.26.1|P_413
M_6.27.0|P_143
M_6.28.0|P_424
M_6.28.1|P_182
M_6.29.0|P_490
M_6.29.1|P_15
M_6.29.2|P_29
M_6.30.0|P_445
M_6.31.0|P_500
M_6.31.1|P_346
M_6.31.2|P_20
M_6.32.0|P_368
M_6.34.0|P_350
M_6.34.1|P_280
M_6.36.0|P_239
M_6.37.0|P_282
M_6.37.1|P_268
M_6.37.2|P_37
M_6.38.0|P_283
M_6.38.1|P_160
M_6.39.0|P_312
M_6.40.0|P_331
M_6.41.0|P_378
M_6.41.1|P_326
M_6.42.0|P_141
M_6.42.1|P_315
M_6.44.0|P_295
M_6.45.0|P_155
M_6.45.1|P_49
M_6.46.0|P_42
M_6.48.0|P_428
M_6.48.1|P_86
M_6.49.0|P_470
M_6.49.1|P_65
M_6.49.2|P_315
M_6.52.0|P_359
M_6.52.1|P_166
M_6.52.2|P_6
M_6.53.0|P_423
M_6.53.1|P_133
M_6.54.0|P_32
M_6.54.1|P_203
M_6.55.0|P_110
M_6.55.1|P_203
M_6.56.0|P_468
M_6.57.0|P_370
M_6.59.0|P_200
M_6.59.1|P_288
M_6.60.0|P_434
M_6.60.1|P_159
M_6.63.0|P_190
M_6.63.1|P_95
M_6.64.0|P_161
M_6.66.0|P_267
M_6.67.0|P_30
M_6.68.0|P_234
M_6.68.1|P_468
M_6.69.0|P_196
M_6.69.1|P_340
M_6.70.0|P_275
M_6.70.1|P_493
M_6.70.2|P_424
M_6.73.0|P_478
M_6.73.1|P_406
M_6.74.0|P_218
M_6.75.0|P_32
M_6.75.1|P_277
M_6.75.2|P_242
M_6.76.0|P_263
M_6.76.1|P_229
M_6.77.0|P_297
M_6.78.0|P_192
M_6.78.1|P_445
M_6.78.2|P_46
M_6.79.0|P_175
M_6.80.0|P_104
M_6.80.1|P_30
M_6.80.2|P_481
M_6.81.0|P_65
M_6.81.1|P_423
M_6.82.0|P_273
M_6.83.0|P_347
M_6.84.0|P_120
M_6.84.1|P_445
M_6.87.0|P_354
M_6.87.1|P_143
M_6.87.2|P_68
M_6.88.0|P_36
M_6.92.0|P_230
M_6.93.0|P_191
M_6.94.0|P_198
M_6.94.1|P_277
M_6.94.2|P_103
M_6.95.0|P_169
M_6.95.1|P_498
M_6.95.2|P_426
M_6.97.0|P_360
M_6.97.1|P_183
M_7.1.0|P_139
M_7.1.1|P_359
M_7.3.0|P_443
M_7.3.1|P_172
M_7.4.0|P_188
M_7.4.1|P_411
M_7.5.0|P_282
M_7.5.1|P_226
M_7.5.2|P_22
M_7.7.0|P_418
M_7.7.1|P_98
M_7.7.2|P_62
M_7.8.0|P_158
M_7.8.1|P_414
M_7.8.2|P_200
M_7.10.0|P_138
M_7.12.0|P_427
M_7.12.1|P_344
M_7.12.2|P_148
M_7.13.0|P_482
M_7.13.1|P_26
M_7.13.2|P_298
M_7.14.0|P_307
M_7.16.0|P_37
M_7.17.0|P_272
M_7.17.1|P_30
M_7.18.0|P_469
M_7.18.1|P_191
M_7.18.2|P_491
M_7.19.0|P_35
M_7.19.1|P_144
M_7.20.0|P_168
M_7.20.1|P_468
M_7.21.0|P_156
M_7.21.1|P_176
M_7.21.2|P_427
M_7.24.0|P_163
M_7.24.1|P_398
M_7.25.0|P_237
M_7.25.1|P_195
M_7.25.2|P_137
M_7.26.0|P_101
M_7.26.1|P_341
M_7.27.0|P_466
M_7.27.1|P_239
M_7.27.2|P_216
M_7.28.0|P_130
M_7.28.1|P_389
M_7.29.0|P_14
M_7.31.0|P_492
M_7.31.1|P_152
M_7.31.2|P_187
M_7.33.0|P_201
M_7.33.1|P_344
M_7.33.2|P_145
M_7.34.0|P_131
M_7.34.1|P_463
M_7.34.2|P_335
M_7.35.0|P_470
M_7.35.1|P_287
M_7.36.0|P_475
M_7.36.1|P_151
M_7.36.2|P_25
M_7.37.0|P_407
M_7.37.1|P_320
M_7.37.2|P_253
M_7.38.0|P_356
M_7.38.1|P_31
M_7.38.2|P_56
M_7.39.0|P_201
M_7.40.0|P_116
M_7.40.1|P_37
M_7.40.2|P_460
M_7.41.0|P_303
M_7.41.1|P_59
M_7.42.0|P_252
M_7.42.1|P_196
M_7.43.0|P_71
M_7.43.1|P_284
M_7.44.0|P_39
M_7.45.0|P_130
M_7.45.1|P_490
M_7.46.0|P_479
M_7.46.1|P_493
M_7.48.0|P_255
M_7.49.0|P_265
M_7.49.1|P_270
M_7.51.0|P_482
M_7.53.0|P_34
M_7.54.0|P_319
M_7.55.0|P_190
M_7.56.0|P_122
M_7.56.1|P_356
M_7.56.2|P_412
M_7.57.0|P_299
M_7.57.1|P_29
M_7.57.2|P_58
M_7.58.0|P_103
M_7.58.1|P_145
M_7.58.2|P_445
M_7.60.0|P_431
M_7.60.1|P_95
M_7.60.2|P_393
M_7.61.0|P_291
M_7.61.1|P_495
M_7.61.2|P_258
M_7.62.0|P_14
M_7.63.0|P_39
M_7.63.1|P_489
M_7.63.2|P_13
M_7.64.0|P_126
M_7.64.1|P_69
M_7.66.0|P_416
M_7.68.0|P_454
M_7.69.0|P_121
M_7.69.1|P_253
M_7.69.2|P_434
M_7.71.0|P_346
M_7.72.0|P_92
M_7.72.1|P_469
M_7.73.0|P_142
M_7.73.1|P_379
