START_ID|END_ID
D_114.1|X_42
D_114.2|X_48
D_114.3|X_29
D_114.4|X_47
D_116.0|X_19
D_118.0|X_32
D_118.1|X_12
D_120.0|X_6
D_121.0|X_6
D_123.0|X_32
D_123.1|X_6
D_123.2|X_42
D_123.3|X_20
D_125.0|X_33
D_125.1|X_33
D_125.2|X_22
D_125.3|X_41
D_125.4|X_29
D_126.0|X_7
D_126.1|X_26
D_126.2|X_25
D_126.3|X_19
D_126.4|X_36
D_127.0|X_47
D_128.0|X_10
D_129.0|X_21
D_130.0|X_47
D_130.1|X_32
D_130.2|X_38
D_130.3|X_20
D_130.4|X_11
D_131.0|X_26
D_131.1|X_24
D_132.0|X_21
D_132.1|X_22
D_132.2|X_25
D_133.0|X_21
D_133.1|X_29
D_133.2|X_40
D_133.3|X_49
D_134.0|X_6
D_135.0|X_50
D_136.0|X_15
D_136.1|X_5
D_136.2|X_19
D_137.0|X_27
D_137.1|X_19
D_137.2|X_32
D_138.0|X_49
D_140.0|X_14
D_140.1|X_18
D_140.2|X_43
D_140.3|X_35
D_140.4|X_18
D_141.0|X_28
D_141.1|X_27
D_141.2|X_27
D_142.0|X_31
D_142.1|X_15
D_143.0|X_24
D_143.1|X_37
D_143.2|X_18
D_144.0|X_18
D_145.0|X_34
D_146.0|X_7
D_146.1|X_23
D_146.2|X_16
D_146.3|X_28
D_147.0|X_43
D_148.0|X_9
D_148.1|X_30
D_148.2|X_4
D_149.0|X_11
D_149.1|X_24
D_149.2|X_46
D_149.3|X_44
D_149.4|X_10
D_150.0|X_19
D_150.1|X_34
D_150.2|X_47
D_150.3|X_26
D_151.0|X_14
D_151.1|X_38
D_151.2|X_47
D_151.3|X_14
D_151.4|X_18
D_152.0|X_24
D_152.1|X_15
D_152.2|X_50
D_153.0|X_13
D_153.1|X_7
D_153.2|X_21
D_153.3|X_16
D_154.0|X_22
D_154.1|X_48
D_154.2|X_15
D_154.3|X_20
D_155.0|X_9
D_155.1|X_46
D_157.0|X_49
D_158.0|X_10
D_158.1|X_45
D_158.2|X_40
D_159.0|X_5
D_159.1|X_17
D_159.2|X_1
D_160.0|X_8
D_160.1|X_22
D_160.2|X_0
D_160.3|X_18
D_160.4|X_26
D_162.0|X_47
D_162.1|X_44
D_163.0|X_33
D_164.0|X_21
D_164.1|X_37
D_164.2|X_22
D_164.3|X_23
D_165.0|X_13
D_166.0|X_27
D_166.1|X_18
D_167.0|X_32
D_167.1|X_36
D_167.2|X_15
D_167.3|X_24
D_168.0|X_18
D_168.1|X_43
D_168.2|X_9
D_168.3|X_50
D_169.0|X_31
D_170.0|X_37
D_170.1|X_41
D_170.2|X_26
D_171.0|X_13
D_171.1|X_45
D_173.0|X_48
D_173.1|X_27
D_173.2|X_47
D_174.0|X_36
D_174.1|X_49
D_176.0|X_28
D_176.1|X_43
D_176.2|X_20
D_177.0|X_17
D_178.0|X_36
D_178.1|X_19
D_178.2|X_13
D_178.3|X_33
D_178.4|X_4
D_179.0|X_31
D_179.1|X_47
D_180.0|X_0
D_180.1|X_38
D_182.0|X_5
D_182.1|X_8
D_182.2|X_3
D_182.3|X_12
D_182.4|X_21
D_183.0|X_15
D_183.1|X_23
D_183.2|X_29
D_183.3|X_28
D_183.4|X_17
D_184.0|X_31
D_184.1|X_16
D_184.2|X_35
D_184.3|X_47
D_184.4|X_48
D_185.0|X_48
D_185.1|X_28
D_185.2|X_3
D_186.0|X_5
D_186.1|X_8
D_186.2|X_46
D_186.3|X_6
D_187.0|X_10
D_187.1|X_18
D_187.2|X_46
D_187.3|X_29
D_188.0|X_50
D_188.1|X_48
D_189.0|X_25
D_189.1|X_45
D_189.2|X_36
D_190.0|X_24
D_190.1|X_3
D_190.2|X_15
D_190.3|X_6
D_191.0|X_29
D_191.1|X_33
D_193.0|X_23
D_194.0|X_47
D_194.1|X_0
D_194.2|X_40
D_196.0|X_19
D_196.1|X_2
D_196.2|X_7
D_197.0|X_37
D_198.0|X_24
D_198.1|X_28
D_198.2|X_7
D_198.3|X_45
D_198.4|X_20
D_199.0|X_39
D_199.1|X_42
D_199.2|X_15
D_200.0|X_38
D_200.1|X_39
D_201.0|X_21
D_201.1|X_19
D_201.2|X_50
D_201.3|X_23
D_201.4|X_1
D_202.0|X_10
D_202.1|X_31
D_202.2|X_41
D_202.3|X_22
D_202.4|X_48
D_203.0|X_37
D_204.0|X_37
D_204.1|X_22
D_204.2|X_27
D_204.3|X_26
D_206.0|X_29
D_206.1|X_20
D_206.2|X_2
D_207.0|X_42
D_207.1|X_45
D_207.2|X_30
D_208.0|X_22
D_208.1|X_47
D_208.2|X_16
D_208.3|X_9
D_208.4|X_11
D_210.0|X_34
D_210.1|X_7
D_210.2|X_11
D_210.3|X_34
D_210.4|X_39
D_211.0|X_47
D_211.1|X_14
D_212.0|X_2
D_212.1|X_16
D_212.2|X_23
D_213.0|X_33
D_213.1|X_30
D_213.2|X_12
D_213.3|X_37
D_213.4|X_13
D_214.0|X_3
D_214.1|X_2
D_216.0|X_6
D_216.1|X_29
D_217.0|X_21
D_217.1|X_44
D_217.2|X_49
D_217.3|X_20
D_217.4|X_5
D_218.0|X_45
D_219.0|X_25
D_219.1|X_5
D_219.2|X_48
D_220.0|X_23
D_220.1|X_43
D_221.0|X_32
D_221.1|X_47
D_221.2|X_8
D_221.3|X_25
D_222.0|X_23
D_222.1|X_7
D_222.2|X_18
D_222.3|X_36
D_222.4|X_41
D_224.0|X_8
D_224.1|X_26
D_224.2|X_0
D_225.0|X_0
D_225.1|X_49
D_226.0|X_42
D_227.0|X_17
D_227.1|X_6
D_228.0|X_16
D_228.1|X_5
D_228.2|X_42
D_228.3|X_49
D_228.4|X_39
D_229.0|X_50
D_229.1|X_19
D_229.2|X_37
D_230.0|X_34
D_230.1|X_7
D_230.2|X_38
D_231.0|X_32
D_231.1|X_32
D_231.2|X_23
D_231.3|X_48
D_231.4|X_26
D_232.0|X_45
D_233.0|X_46
D_234.0|X_13
D_234.1|X_5
D_235.0|X_44
D_235.1|X_40
D_236.0|X_3
D_236.1|X_33
D_236.2|X_43
D_236.3|X_29
D_237.0|X_47
D_238.0|X_32
D_238.1|X_20
D_238.2|X_23
D_238.3|X_37
D_238.4|X_40
D_239.0|X_13
D_239.1|X_19
D_240.0|X_1
D_240.1|X_9
D_241.0|X_37
D_241.1|X_30
D_241.2|X_3
D_241.3|X_34
D_242.0|X_8
D_242.1|X_8
D_243.0|X_0
D_243.1|X_30
D_243.2|X_9
D_245.0|X_30
D_245.1|X_8
D_246.0|X_11
D_246.1|X_16
D_246.2|X_22
D_248.0|X_36
D_249.0|X_22
D_249.1|X_40
D_249.2|X_27
D_249.3|X_22
D_249.4|X_49
D_250.0|X_35
D_250.1|X_10
D_252.0|X_27
D_252.1|X_10
D_252.2|X_25
D_253.0|X_33
D_254.0|X_48
D_254.1|X_50
D_254.2|X_39
D_254.3|X_24
D_254.4|X_6
D_255.0|X_36
D_255.1|X_31
D_255.2|X_38
D_257.0|X_13
D_257.1|X_19
D_257.2|X_24
D_257.3|X_45
D_257.4|X_35
D_258.0|X_9
D_258.1|X_13
D_258.2|X_47
D_258.3|X_43
D_258.4|X_7
D_259.0|X_4
D_261.0|X_29
D_261.1|X_34
D_261.2|X_4
D_262.0|X_41
D_262.1|X_45
D_262.2|X_12
D_262.3|X_17
D_262.4|X_45
D_263.0|X_44
D_263.1|X_12
D_263.2|X_17
D_264.0|X_15
D_264.1|X_37
D_264.2|X_4
D_264.3|X_45
D_265.0|X_11
D_265.1|X_41
D_266.0|X_1
D_267.0|X_10
D_267.1|X_7
D_267.2|X_1
D_267.3|X_26
D_267.4|X_10
D_268.0|X_32
D_268.1|X_21
D_268.2|X_38
D_269.0|X_12
D_269.1|X_29
D_269.2|X_14
D_269.3|X_42
D_269.4|X_46
D_270.0|X_34
D_271.0|X_37
D_271.1|X_17
D_272.0|X_12
D_272.1|X_16
D_272.2|X_47
D_272.3|X_0
D_273.0|X_28
D_273.1|X_9
D_274.0|X_10
D_274.1|X_3
D_275.0|X_17
D_275.1|X_23
D_275.2|X_47
D_275.3|X_28
D_275.4|X_46
D_278.0|X_0
D_278.1|X_12
D_279.0|X_29
D_279.1|X_14
D_280.0|X_40
D_281.0|X_6
D_283.0|X_28
D_283.1|X_48
D_283.2|X_45
D_284.0|X_26
D_284.1|X_17
D_285.0|X_0
D_285.1|X_37
D_285.2|X_13
D_285.3|X_21
D_286.0|X_14
D_286.1|X_13
D_286.2|X_5
D_286.3|X_41
D_288.0|X_3
D_288.1|X_26
D_288.2|X_8
D_288.3|X_28
D_288.4|X_42
D_290.0|X_10
D_291.0|X_40
D_291.1|X_14
D_291.2|X_8
D_291.3|X_33
D_291.4|X_16
D_292.0|X_32
D_292.1|X_44
D_292.2|X_39
D_293.0|X_13
D_293.1|X_22
D_293.2|X_4
D_293.3|X_35
D_293.4|X_45
D_294.0|X_28
D_294.1|X_39
D_294.2|X_6
D_294.3|X_18
D_294.4|X_11
D_295.0|X_24
D_295.1|X_23
D_295.2|X_15
D_296.0|X_40
D_296.1|X_18
D_296.2|X_15
D_296.3|X_4
D_297.0|X_20
D_298.0|X_10
D_298.1|X_46
D_298.2|X_8
D_298.3|X_24
D_298.4|X_22
D_299.0|X_32
D_299.1|X_31
D_299.2|X_44
D_299.3|X_19
D_300.0|X_30
D_301.0|X_25
D_301.1|X_48
D_301.2|X_18
D_301.3|X_36
D_301.4|X_5
D_302.0|X_49
D_302.1|X_47
D_302.2|X_5
D_303.0|X_13
D_303.1|X_41
D_303.2|X_50
D_303.3|X_48
D_303.4|X_46
D_304.0|X_19
D_304.1|X_47
D_304.2|X_22
D_304.3|X_27
D_304.4|X_32
D_305.0|X_16
D_305.1|X_1
D_305.2|X_5
D_305.3|X_50
D_307.0|X_11
D_307.1|X_9
D_307.2|X_1
D_307.3|X_5
D_308.0|X_37
D_308.1|X_18
D_308.2|X_29
D_309.0|X_30
D_309.1|X_43
D_310.0|X_7
D_310.1|X_23
D_311.0|X_5
D_311.1|X_43
D_312.0|X_15
D_312.1|X_43
D_312.2|X_40
D_313.0|X_11
D_313.1|X_12
D_313.2|X_4
D_313.3|X_40
D_313.4|X_31
D_314.0|X_10
D_314.1|X_7
D_315.0|X_20
D_315.1|X_47
D_317.0|X_13
D_318.0|X_12
D_318.1|X_25
D_318.2|X_24
D_318.3|X_12
D_318.4|X_37
D_319.0|X_40
D_319.1|X_23
D_319.2|X_38
D_319.3|X_8
D_320.0|X_24
D_320.1|X_18
D_320.2|X_5
D_320.3|X_29
D_320.4|X_12
D_321.0|X_20
D_321.1|X_17
D_322.0|X_23
D_323.0|X_29
D_323.1|X_1
D_324.0|X_49
D_324.1|X_4
D_324.2|X_14
D_324.3|X_43
D_325.0|X_21
D_326.0|X_18
D_327.0|X_32
D_327.1|X_9
D_327.2|X_46
D_328.0|X_50
D_329.0|X_24
D_329.1|X_41
D_329.2|X_40
D_329.3|X_16
D_330.0|X_36
D_330.1|X_13
D_331.0|X_2
D_332.0|X_29
D_332.1|X_11
D_332.2|X_47
D_332.3|X_49
D_332.4|X_9
D_333.0|X_43
D_333.1|X_2
D_333.2|X_11
D_334.0|X_39
D_334.1|X_21
D_334.2|X_29
D_335.0|X_25
D_335.1|X_2
D_335.2|X_29
D_335.3|X_47
D_336.0|X_6
D_336.1|X_32
D_337.0|X_48
D_337.1|X_32
D_337.2|X_33
D_338.0|X_50
D_338.1|X_4
D_339.0|X_9
D_340.0|X_8
D_340.1|X_20
D_340.2|X_20
D_340.3|X_21
D_340.4|X_21
D_341.0|X_21
D_341.1|X_4
D_341.2|X_2
D_342.0|X_9
D_342.1|X_8
D_342.2|X_38
D_342.3|X_34
D_343.0|X_14
D_343.1|X_36
D_343.2|X_17
D_343.3|X_13
D_343.4|X_40
D_344.0|X_15
D_344.1|X_16
D_345.0|X_27
D_345.1|X_24
D_345.2|X_20
D_346.0|X_50
D_346.1|X_37
D_347.0|X_29
D_347.1|X_5
D_347.2|X_34
D_348.0|X_19
D_349.0|X_22
D_349.1|X_39
D_349.2|X_9
D_349.3|X_22
D_350.0|X_9
D_350.1|X_12
D_350.2|X_14
D_351.0|X_28
D_351.1|X_46
D_352.0|X_12
D_352.1|X_32
D_352.2|X_6
D_353.0|X_37
D_353.1|X_24
D_353.2|X_2
D_353.3|X_39
D_353.4|X_28
D_354.0|X_24
D_355.0|X_3
D_355.1|X_25
D_356.0|X_15
D_356.1|X_16
D_356.2|X_19
D_357.0|X_34
D_357.1|X_39
D_357.2|X_50
D_357.3|X_26
D_358.0|X_7
D_358.1|X_2
D_358.2|X_43
D_358.3|X_46
D_361.0|X_28
D_361.1|X_13
D_362.0|X_22
D_362.1|X_2
D_363.0|X_0
D_364.0|X_7
D_364.1|X_28
D_364.2|X_8
D_364.3|X_18
D_366.0|X_23
D_366.1|X_46
D_367.0|X_0
D_367.1|X_40
D_367.2|X_14
D_370.0|X_16
D_370.1|X_31
D_370.2|X_1
D_371.0|X_30
D_371.1|X_4
D_371.2|X_28
D_372.0|X_41
D_372.1|X_26
D_372.2|X_1
D_372.3|X_35
D_372.4|X_44
D_373.0|X_17
D_373.1|X_3
D_373.2|X_22
D_373.3|X_46
D_374.0|X_6
D_374.1|X_14
D_374.2|X_31
D_374.3|X_3
D_375.0|X_41
D_376.0|X_46
D_376.1|X_43
D_376.2|X_38
D_377.0|X_47
D_377.1|X_2
D_377.2|X_28
D_377.3|X_0
D_379.0|X_37
D_379.1|X_15
D_379.2|X_16
D_379.3|X_28
D_380.0|X_2
D_380.1|X_28
D_381.0|X_16
D_381.1|X_30
D_381.2|X_39
D_382.0|X_28
D_382.1|X_39
D_382.2|X_46
D_383.0|X_3
D_384.0|X_21
D_384.1|X_6
D_385.0|X_2
D_385.1|X_19
D_385.2|X_14
D_385.3|X_29
D_386.0|X_18
D_386.1|X_44
D_386.2|X_7
D_386.3|X_16
D_386.4|X_32
D_390.0|X_46
D_390.1|X_7
D_390.2|X_13
D_392.0|X_40
D_392.1|X_20
D_392.2|X_21
D_392.3|X_35
D_393.0|X_34
D_394.0|X_38
D_394.1|X_1
D_394.2|X_36
D_395.0|X_34
D_395.1|X_38
D_396.0|X_29
D_397.0|X_20
D_397.1|X_50
D_399.0|X_22
D_399.1|X_5
D_399.2|X_11
D_399.3|X_4
D_399.4|X_41
D_401.0|X_6
D_401.1|X_3
D_401.2|X_14
D_401.3|X_19
D_404.0|X_41
D_404.1|X_50
D_404.2|X_4
D_405.0|X_9
D_405.1|X_44
D_405.2|X_5
D_405.3|X_5
D_406.0|X_37
D_406.1|X_8
D_407.0|X_46
D_407.1|X_16
D_407.2|X_42
D_407.3|X_30
D_408.0|X_50
D_408.1|X_25
D_408.2|X_19
D_408.3|X_28
D_409.0|X_12
D_409.1|X_43
D_410.0|X_18
D_410.1|X_46
D_411.0|X_27
D_411.1|X_47
D_411.2|X_44
D_411.3|X_13
D_411.4|X_26
D_412.0|X_36
D_412.1|X_28
D_412.2|X_9
D_412.3|X_24
D_412.4|X_33
D_413.0|X_36
D_413.1|X_47
D_413.2|X_3
D_415.0|X_11
D_415.1|X_47
D_415.2|X_1
D_416.0|X_33
D_416.1|X_35
D_417.0|X_6
D_417.1|X_3
D_417.2|X_13
D_418.0|X_25
D_418.1|X_32
D_418.2|X_14
D_418.3|X_19
D_418.4|X_23
D_419.0|X_1
D_419.1|X_0
D_419.2|X_40
D_419.3|X_12
D_419.4|X_41
D_421.0|X_49
D_421.1|X_49
D_421.2|X_41
D_421.3|X_8
D_421.4|X_22
D_422.0|X_31
D_422.1|X_0
D_423.0|X_29
D_423.1|X_48
D_423.2|X_15
D_423.3|X_31
D_424.0|X_30
D_424.1|X_2
D_424.2|X_42
D_425.0|X_43
D_425.1|X_11
D_425.2|X_34
D_425.3|X_43
D_427.0|X_48
D_427.1|X_45
D_427.2|X_9
D_427.3|X_4
D_428.0|X_43
D_428.1|X_1
D_428.2|X_12
D_428.3|X_40
D_428.4|X_49
D_429.0|X_45
D_429.1|X_22
D_430.0|X_29
D_431.0|X_0
D_432.0|X_10
D_433.0|X_45
D_433.1|X_35
D_434.0|X_6
D_434.1|X_27
D_434.2|X_15
D_435.0|X_39
D_435.1|X_4
D_435.2|X_48
D_435.3|X_23
D_435.4|X_6
D_437.0|X_33
D_437.1|X_38
D_437.2|X_42
D_437.3|X_4
D_437.4|X_12
D_438.0|X_4
D_438.1|X_49
D_438.2|X_5
D_439.0|X_3
D_439.1|X_37
D_440.0|X_37
D_440.1|X_47
D_440.2|X_11
D_440.3|X_24
D_440.4|X_11
D_441.0|X_47
D_441.1|X_14
D_443.0|X_12
D_443.1|X_36
D_443.2|X_46
D_443.3|X_32
D_443.4|X_29
D_444.0|X_28
D_444.1|X_44
D_445.0|X_36
D_445.1|X_3
D_445.2|X_16
D_445.3|X_41
D_446.0|X_23
D_446.1|X_47
D_446.2|X_15
D_447.0|X_47
D_447.1|X_39
D_448.0|X_38
D_448.1|X_19
D_448.2|X_21
D_448.3|X_11
D_448.4|X_23
D_449.0|X_28
D_449.1|X_45
D_449.2|X_23
D_449.3|X_24
D_449.4|X_49
D_450.0|X_31
D_450.1|X_30
D_450.2|X_13
D_450.3|X_2
D_451.0|X_9
D_451.1|X_16
D_452.0|X_28
D_452.1|X_39
D_452.2|X_40
D_453.0|X_17
D_453.1|X_39
D_453.2|X_25
D_453.3|X_41
D_454.0|X_42
D_454.1|X_20
D_455.0|X_4
D_455.1|X_16
D_455.2|X_24
D_455.3|X_33
D_455.4|X_28
D_456.0|X_24
D_456.1|X_21
D_456.2|X_4
D_456.3|X_23
D_457.0|X_8
D_457.1|X_15
D_457.2|X_23
D_457.3|X_17
D_457.4|X_12
D_458.0|X_2
D_459.0|X_46
D_459.1|X_47
D_459.2|X_8
D_459.3|X_18
D_460.0|X_49
D_460.1|X_13
D_461.0|X_6
D_461.1|X_14
D_461.2|X_45
D_461.3|X_44
D_462.0|X_27
D_462.1|X_50
D_462.2|X_16
D_462.3|X_11
D_462.4|X_6
D_463.0|X_27
D_463.1|X_45
D_463.2|X_6
D_463.3|X_35
D_463.4|X_32
D_465.0|X_20
D_465.1|X_42
D_465.2|X_35
D_466.0|X_39
D_467.0|X_16
D_467.1|X_23
D_467.2|X_2
D_467.3|X_47
D_468.0|X_49
D_468.1|X_25
D_468.2|X_43
D_470.0|X_7
D_470.1|X_10
D_470.2|X_36
D_470.3|X_28
D_470.4|X_27
D_471.0|X_15
D_471.1|X_5
D_472.0|X_14
D_472.1|X_9
D_472.2|X_14
D_472.3|X_4
D_472.4|X_25
D_473.0|X_49
D_473.1|X_18
D_473.2|X_49
D_473.3|X_46
D_475.0|X_35
D_475.1|X_21
D_475.2|X_11
D_475.3|X_16
D_476.0|X_13
D_476.1|X_4
D_476.2|X_29
D_477.0|X_45
D_477.1|X_9
D_477.2|X_1
D_477.3|X_4
D_478.0|X_4
D_478.1|X_49
D_478.2|X_13
D_478.3|X_44
D_478.4|X_50
D_479.0|X_7
D_480.0|X_24
D_480.1|X_23
D_480.2|X_5
D_481.0|X_50
D_481.1|X_27
D_481.2|X_35
D_481.3|X_16
D_482.0|X_24
D_482.1|X_11
D_485.0|X_47
D_485.1|X_44
D_485.2|X_38
D_485.3|X_22
D_486.0|X_21
D_486.1|X_32
D_486.2|X_49
D_486.3|X_47
D_486.4|X_37
D_487.0|X_36
D_487.1|X_43
D_487.2|X_5
D_487.3|X_26
D_487.4|X_46
D_488.0|X_30
D_489.0|X_11
D_490.0|X_27
D_490.1|X_0
D_491.0|X_42
D_491.1|X_43
D_491.2|X_42
D_491.3|X_8
D_492.0|X_47
D_492.1|X_36
D_492.2|X_45
D_492.3|X_4
D_493.0|X_1
D_493.1|X_45
D_493.2|X_48
D_495.0|X_14
D_495.1|X_13
D_495.2|X_15
D_495.3|X_26
D_495.4|X_36
D_496.0|X_30
D_496.1|X_45
D_497.0|X_31
D_497.1|X_36
D_498.0|X_34
D_499.0|X_49
D_501.0|X_35
D_501.1|X_36
D_502.0|X_49
D_502.1|X_34
D_502.2|X_0
D_503.0|X_42
D_504.0|X_33
D_504.1|X_19
D_504.2|X_14
D_504.3|X_43
D_504.4|X_39
D_505.0|X_39
D_505.1|X_37
D_505.2|X_4
D_506.0|X_19
D_506.1|X_40
D_506.2|X_19
D_506.3|X_28
D_506.4|X_34
D_507.0|X_18
D_508.0|X_41
D_508.1|X_14
D_508.2|X_43
D_508.3|X_25
D_508.4|X_43
D_509.0|X_5
D_509.1|X_13
D_510.0|X_21
D_510.1|X_18
D_510.2|X_36
D_510.3|X_3
D_510.4|X_15
D_511.0|X_5
D_511.1|X_48
D_511.2|X_17
D_513.0|X_49
D_513.1|X_8
D_513.2|X_5
D_513.3|X_30
D_513.4|X_22
D_514.0|X_9
D_514.1|X_26
D_514.2|X_28
D_515.0|X_32
D_515.1|X_4
D_515.2|X_17
D_515.3|X_31
D_516.0|X_6
D_516.1|X_9
D_517.0|X_16
D_517.1|X_47
D_518.0|X_27
D_518.1|X_49
D_521.0|X_45
D_521.1|X_45
D_521.2|X_15
D_521.3|X_5
D_522.0|X_18
D_522.1|X_16
D_523.0|X_13
D_523.1|X_36
D_524.0|X_25
D_524.1|X_30
D_524.2|X_34
D_527.0|X_37
D_527.1|X_48
D_527.2|X_38
D_527.3|X_48
D_527.4|X_23
D_528.0|X_20
D_529.0|X_1
D_529.1|X_10
D_530.0|X_6
D_530.1|X_24
D_530.2|X_24
D_530.3|X_24
D_531.0|X_36
D_532.0|X_42
D_532.1|X_38
D_532.2|X_46
D_532.3|X_31
D_533.0|X_3
D_533.1|X_3
D_533.2|X_48
D_533.3|X_4
D_534.0|X_31
D_534.1|X_35
D_534.2|X_32
D_534.3|X_12
D_534.4|X_28
D_535.0|X_7
D_535.1|X_38
D_535.2|X_24
D_535.3|X_7
D_537.0|X_43
D_537.1|X_50
D_537.2|X_48
D_538.0|X_37
D_539.0|X_49
D_539.1|X_7
D_539.2|X_32
D_539.3|X_30
D_539.4|X_8
D_540.0|X_25
D_540.1|X_39
D_540.2|X_35
D_540.3|X_0
D_541.0|X_43
D_542.0|X_41
D_544.0|X_24
D_544.1|X_5
D_545.0|X_22
