start_id|end_id|TYPE
VANDF/4017646|UMLS/C0003968|ALSO_CODED_AS
HPO/HP:0025406|UMLS/C0004093|ALSO_CODED_AS
MSH/D001247|UMLS/C0004093|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0004093|ALSO_CODED_AS
NCI/C28132|UMLS/C0004093|ALSO_CODED_AS
OMIM/MTHU059936|UMLS/C0004093|ALSO_CODED_AS
HPO/HP:0010867|UMLS/C0004134|ALSO_CODED_AS
LNC/LA24636-5|UMLS/C0004134|ALSO_CODED_AS
MSH/D001259|UMLS/C0004134|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0004134|ALSO_CODED_AS
NCI/C26702|UMLS/C0004134|ALSO_CODED_AS
OMIM/MTHU036349|UMLS/C0004134|ALSO_CODED_AS
OMIM/MTHU068459|UMLS/C0004134|ALSO_CODED_AS
FMA/321900|UMLS/C0004781|ALSO_CODED_AS
FMA/84013|UMLS/C0004781|ALSO_CODED_AS
MSH/D001479|UMLS/C0004781|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0004781|ALSO_CODED_AS
NCI/C12447|UMLS/C0004781|ALSO_CODED_AS
LNC/LP19284-6|UMLS/C0005790|ALSO_CODED_AS
LNC/LP6186-3|UMLS/C0005790|ALSO_CODED_AS
LNC/LP73955-4|UMLS/C0005790|ALSO_CODED_AS
LNC/LP7788-5|UMLS/C0005790|ALSO_CODED_AS
LNC/MTHU000051|UMLS/C0005790|ALSO_CODED_AS
LNC/MTHU008050|UMLS/C0005790|ALSO_CODED_AS
LNC/MTHU008375|UMLS/C0005790|ALSO_CODED_AS
MSH/D001780|UMLS/C0005790|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0005790|ALSO_CODED_AS
NCI/C62662|UMLS/C0005790|ALSO_CODED_AS
FMA/50801|UMLS/C0006104|ALSO_CODED_AS
LNC/LA32232-3|UMLS/C0006104|ALSO_CODED_AS
LNC/LA4254-4|UMLS/C0006104|ALSO_CODED_AS
LNC/LP206702-5|UMLS/C0006104|ALSO_CODED_AS
LNC/LP7084-9|UMLS/C0006104|ALSO_CODED_AS
LNC/MTHU002079|UMLS/C0006104|ALSO_CODED_AS
MSH/D001921|UMLS/C0006104|ALSO_CODED_AS
MTH/U001761|UMLS/C0006104|ALSO_CODED_AS
NCI/C12439|UMLS/C0006104|ALSO_CODED_AS
FMA/79876|UMLS/C0006121|ALSO_CODED_AS
LNC/LP207337-9|UMLS/C0006121|ALSO_CODED_AS
MSH/D001933|UMLS/C0006121|ALSO_CODED_AS
MTH/U001762|UMLS/C0006121|ALSO_CODED_AS
NCI/C12441|UMLS/C0006121|ALSO_CODED_AS
HPO/HP:0012185|UMLS/C0007286|ALSO_CODED_AS
ICD9CM/354.0|UMLS/C0007286|ALSO_CODED_AS
MEDLINEPLUS/179|UMLS/C0007286|ALSO_CODED_AS
MSH/D002349|UMLS/C0007286|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0007286|ALSO_CODED_AS
NCI/C34450|UMLS/C0007286|ALSO_CODED_AS
OMIM/115430|UMLS/C0007286|ALSO_CODED_AS
OMIM/MTHU011164|UMLS/C0007286|ALSO_CODED_AS
ICD9CM/88.41|UMLS/C0007767|ALSO_CODED_AS
MSH/D002533|UMLS/C0007767|ALSO_CODED_AS
LNC/LP15510-8|UMLS/C0010287|ALSO_CODED_AS
LNC/MTHU006937|UMLS/C0010287|ALSO_CODED_AS
MSH/D003402|UMLS/C0010287|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0010287|ALSO_CODED_AS
MTH/U000246|UMLS/C0010287|ALSO_CODED_AS
NCI/C113245|UMLS/C0010287|ALSO_CODED_AS
LNC/LA16776-9|UMLS/C0010592|ALSO_CODED_AS
LNC/LP16098-3|UMLS/C0010592|ALSO_CODED_AS
LNC/MTHU062952|UMLS/C0010592|ALSO_CODED_AS
MSH/D016572|UMLS/C0010592|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0010592|ALSO_CODED_AS
NCI/C406|UMLS/C0010592|ALSO_CODED_AS
RXNORM/3008|UMLS/C0010592|ALSO_CODED_AS
VANDF/4018761|UMLS/C0010592|ALSO_CODED_AS
MSH/D003524|UMLS/C0010594|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0010594|ALSO_CODED_AS
MSH/D003711|UMLS/C0011304|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0011304|ALSO_CODED_AS
NCI/C117277|UMLS/C0011304|ALSO_CODED_AS
OMIM/MTHU002306|UMLS/C0011304|ALSO_CODED_AS
FMA/24901|UMLS/C0013769|ALSO_CODED_AS
FMA/322616|UMLS/C0013769|ALSO_CODED_AS
LNC/LA16717-3|UMLS/C0013769|ALSO_CODED_AS
LNC/LP199967-3|UMLS/C0013769|ALSO_CODED_AS
LNC/LP221486-6|UMLS/C0013769|ALSO_CODED_AS
LNC/LP7196-1|UMLS/C0013769|ALSO_CODED_AS
LNC/MTHU002674|UMLS/C0013769|ALSO_CODED_AS
LNC/MTHU053748|UMLS/C0013769|ALSO_CODED_AS
MSH/D004550|UMLS/C0013769|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0013769|ALSO_CODED_AS
FMA/321843|UMLS/C0013770|ALSO_CODED_AS
FMA/35289|UMLS/C0013770|ALSO_CODED_AS
MSH/D004551|UMLS/C0013770|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0013770|ALSO_CODED_AS
NCI/C32497|UMLS/C0013770|ALSO_CODED_AS
LNC/LP19403-2|UMLS/C0013832|ALSO_CODED_AS
LNC/MTHU008531|UMLS/C0013832|ALSO_CODED_AS
MSH/D004573|UMLS/C0013832|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0013832|ALSO_CODED_AS
NCI/C464|UMLS/C0013832|ALSO_CODED_AS
VANDF/4022490|UMLS/C0013832|ALSO_CODED_AS
MSH/D004578|UMLS/C0013845|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0013845|ALSO_CODED_AS
NCI/C16534|UMLS/C0013845|ALSO_CODED_AS
HPO/HP:0000988|UMLS/C0015230|ALSO_CODED_AS
HPO/HP:4000054|UMLS/C0015230|ALSO_CODED_AS
ICD9CM/782.1|UMLS/C0015230|ALSO_CODED_AS
LNC/LA29194-0|UMLS/C0015230|ALSO_CODED_AS
LNC/LA7469-5|UMLS/C0015230|ALSO_CODED_AS
LNC/LP30547-1|UMLS/C0015230|ALSO_CODED_AS
LNC/LP75487-6|UMLS/C0015230|ALSO_CODED_AS
LNC/MTHU015064|UMLS/C0015230|ALSO_CODED_AS
LNC/MTHU020933|UMLS/C0015230|ALSO_CODED_AS
MEDLINEPLUS/208|UMLS/C0015230|ALSO_CODED_AS
MSH/D005076|UMLS/C0015230|ALSO_CODED_AS
MTH/638|UMLS/C0015230|ALSO_CODED_AS
MTH/U003405|UMLS/C0015230|ALSO_CODED_AS
NCI/C111884|UMLS/C0015230|ALSO_CODED_AS
NCI/C39594|UMLS/C0015230|ALSO_CODED_AS
OMIM/MTHU008860|UMLS/C0015230|ALSO_CODED_AS
OMIM/MTHU011109|UMLS/C0015230|ALSO_CODED_AS
OMIM/MTHU047706|UMLS/C0015230|ALSO_CODED_AS
HPO/HP:0012378|UMLS/C0015672|ALSO_CODED_AS
LNC/LA7542-9|UMLS/C0015672|ALSO_CODED_AS
LNC/LP74831-6|UMLS/C0015672|ALSO_CODED_AS
LNC/MTHU013358|UMLS/C0015672|ALSO_CODED_AS
MEDLINEPLUS/5324|UMLS/C0015672|ALSO_CODED_AS
MSH/D005221|UMLS/C0015672|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0015672|ALSO_CODED_AS
NCI/C3036|UMLS/C0015672|ALSO_CODED_AS
OMIM/MTHU010062|UMLS/C0015672|ALSO_CODED_AS
LNC/LP100865-7|UMLS/C0016928|ALSO_CODED_AS
LNC/LP30516-6|UMLS/C0016928|ALSO_CODED_AS
LNC/MTHU015039|UMLS/C0016928|ALSO_CODED_AS
LNC/MTHU035898|UMLS/C0016928|ALSO_CODED_AS
MSH/D005684|UMLS/C0016928|ALSO_CODED_AS
NCI/C75445|UMLS/C0016928|ALSO_CODED_AS
MSH/D006082|UMLS/C0018126|ALSO_CODED_AS
FMA/9712|UMLS/C0018563|ALSO_CODED_AS
LNC/LA16719-9|UMLS/C0018563|ALSO_CODED_AS
LNC/LP221491-6|UMLS/C0018563|ALSO_CODED_AS
LNC/LP7279-5|UMLS/C0018563|ALSO_CODED_AS
LNC/MTHU002685|UMLS/C0018563|ALSO_CODED_AS
MSH/D006225|UMLS/C0018563|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0018563|ALSO_CODED_AS
NCI/C32712|UMLS/C0018563|ALSO_CODED_AS
OMIM/MTHU000072|UMLS/C0018563|ALSO_CODED_AS
FMA/24994|UMLS/C0018870|ALSO_CODED_AS
FMA/326009|UMLS/C0018870|ALSO_CODED_AS
LNC/LA25778-4|UMLS/C0018870|ALSO_CODED_AS
MSH/D006365|UMLS/C0018870|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0018870|ALSO_CODED_AS
MTH/U003296|UMLS/C0018870|ALSO_CODED_AS
LNC/LP28800-8|UMLS/C0018905|ALSO_CODED_AS
MSH/D006386|UMLS/C0018905|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0018905|ALSO_CODED_AS
NCI/C130173|UMLS/C0018905|ALSO_CODED_AS
HPO/HP:0000822|UMLS/C0020538|ALSO_CODED_AS
ICD9CM/401-405.99|UMLS/C0020538|ALSO_CODED_AS
ICD9CM/997.91|UMLS/C0020538|ALSO_CODED_AS
LNC/LA14293-7|UMLS/C0020538|ALSO_CODED_AS
LNC/LA7444-8|UMLS/C0020538|ALSO_CODED_AS
LNC/LP74941-3|UMLS/C0020538|ALSO_CODED_AS
LNC/MTHU020789|UMLS/C0020538|ALSO_CODED_AS
MEDLINEPLUS/34|UMLS/C0020538|ALSO_CODED_AS
MSH/D006973|UMLS/C0020538|ALSO_CODED_AS
MTH/005|UMLS/C0020538|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0020538|ALSO_CODED_AS
NCI/C3117|UMLS/C0020538|ALSO_CODED_AS
OMIM/MTHU002068|UMLS/C0020538|ALSO_CODED_AS
OMIM/MTHU014957|UMLS/C0020538|ALSO_CODED_AS
OMIM/MTHU058377|UMLS/C0020538|ALSO_CODED_AS
OMIM/MTHU070458|UMLS/C0020538|ALSO_CODED_AS
HPO/HP:0003474|UMLS/C0020580|ALSO_CODED_AS
HPO/HP:0033748|UMLS/C0020580|ALSO_CODED_AS
MSH/D006987|UMLS/C0020580|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0020580|ALSO_CODED_AS
NCI/C50445|UMLS/C0020580|ALSO_CODED_AS
OMIM/MTHU010221|UMLS/C0020580|ALSO_CODED_AS
LNC/LP31454-9|UMLS/C0021081|ALSO_CODED_AS
MSH/D007166|UMLS/C0021081|ALSO_CODED_AS
MTH/U002004|UMLS/C0021081|ALSO_CODED_AS
NCI/C574|UMLS/C0021081|ALSO_CODED_AS
VANDF/4021763|UMLS/C0021081|ALSO_CODED_AS
LNC/LP29657-1|UMLS/C0022369|ALSO_CODED_AS
MSH/D007577|UMLS/C0022369|ALSO_CODED_AS
NCI/C14229|UMLS/C0022369|ALSO_CODED_AS
FMA/24974|UMLS/C0022742|ALSO_CODED_AS
LNC/LA22232-5|UMLS/C0022742|ALSO_CODED_AS
LNC/LP199984-8|UMLS/C0022742|ALSO_CODED_AS
LNC/LP7381-9|UMLS/C0022742|ALSO_CODED_AS
LNC/MTHU002687|UMLS/C0022742|ALSO_CODED_AS
MSH/D007717|UMLS/C0022742|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0022742|ALSO_CODED_AS
FMA/35175|UMLS/C0022745|ALSO_CODED_AS
FMA/35184|UMLS/C0022745|ALSO_CODED_AS
MSH/D007719|UMLS/C0022745|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0022745|ALSO_CODED_AS
NCI/C32898|UMLS/C0022745|ALSO_CODED_AS
MEDLINEPLUS/210|UMLS/C0022885|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0022885|ALSO_CODED_AS
NCI/C25294|UMLS/C0022885|ALSO_CODED_AS
LNC/LP15033-1|UMLS/C0022917|ALSO_CODED_AS
LNC/MTHU002348|UMLS/C0022917|ALSO_CODED_AS
MSH/D007770|UMLS/C0022917|ALSO_CODED_AS
MTH/U000295|UMLS/C0022917|ALSO_CODED_AS
MTH/U002030|UMLS/C0022917|ALSO_CODED_AS
NCI/C25184|UMLS/C0022917|ALSO_CODED_AS
FMA/7184|UMLS/C0023216|ALSO_CODED_AS
LNC/LA18112-5|UMLS/C0023216|ALSO_CODED_AS
LNC/LA30846-2|UMLS/C0023216|ALSO_CODED_AS
LNC/LP199985-5|UMLS/C0023216|ALSO_CODED_AS
LNC/LP29948-4|UMLS/C0023216|ALSO_CODED_AS
LNC/MTHU011970|UMLS/C0023216|ALSO_CODED_AS
MSH/D035002|UMLS/C0023216|ALSO_CODED_AS
MTH/U003308|UMLS/C0023216|ALSO_CODED_AS
NCI/C12742|UMLS/C0023216|ALSO_CODED_AS
NCI/C77625|UMLS/C0023216|ALSO_CODED_AS
FMA/61681|UMLS/C0024090|ALSO_CODED_AS
LNC/LA22230-9|UMLS/C0024090|ALSO_CODED_AS
MSH/D008161|UMLS/C0024090|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0024090|ALSO_CODED_AS
NCI/C34004|UMLS/C0024090|ALSO_CODED_AS
LNC/LA24328-9|UMLS/C0024485|ALSO_CODED_AS
LNC/LP206549-0|UMLS/C0024485|ALSO_CODED_AS
LNC/LP206574-8|UMLS/C0024485|ALSO_CODED_AS
LNC/LP6406-5|UMLS/C0024485|ALSO_CODED_AS
MEDLINEPLUS/3953|UMLS/C0024485|ALSO_CODED_AS
MSH/D008279|UMLS/C0024485|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0024485|ALSO_CODED_AS
NCI/C16809|UMLS/C0024485|ALSO_CODED_AS
LNC/LA14339-8|UMLS/C0025677|ALSO_CODED_AS
LNC/LP16198-1|UMLS/C0025677|ALSO_CODED_AS
LNC/MTHU005020|UMLS/C0025677|ALSO_CODED_AS
MSH/D008727|UMLS/C0025677|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0025677|ALSO_CODED_AS
NCI/C642|UMLS/C0025677|ALSO_CODED_AS
RXNORM/6851|UMLS/C0025677|ALSO_CODED_AS
VANDF/4019828|UMLS/C0025677|ALSO_CODED_AS
LNC/LP89863-2|UMLS/C0026516|ALSO_CODED_AS
LNC/MTHU031584|UMLS/C0026516|ALSO_CODED_AS
MSH/D000339|UMLS/C0026516|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0026516|ALSO_CODED_AS
NCI/C72883|UMLS/C0026516|ALSO_CODED_AS
MSH/D009048|UMLS/C0026612|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0026612|ALSO_CODED_AS
LNC/LP96286-7|UMLS/C0026649|ALSO_CODED_AS
LNC/MTHU034767|UMLS/C0026649|ALSO_CODED_AS
MSH/D009068|UMLS/C0026649|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0026649|ALSO_CODED_AS
NCI/C37994|UMLS/C0026649|ALSO_CODED_AS
OMIM/MTHU000756|UMLS/C0026649|ALSO_CODED_AS
LNC/LP199993-9|UMLS/C0026845|ALSO_CODED_AS
LNC/LP32940-6|UMLS/C0026845|ALSO_CODED_AS
LNC/LP33444-8|UMLS/C0026845|ALSO_CODED_AS
LNC/MTHU016812|UMLS/C0026845|ALSO_CODED_AS
MSH/D009132|UMLS/C0026845|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0026845|ALSO_CODED_AS
NCI/C12435|UMLS/C0026845|ALSO_CODED_AS
HPO/HP:0002018|UMLS/C0027497|ALSO_CODED_AS
LNC/LA15098-9|UMLS/C0027497|ALSO_CODED_AS
LNC/LP36327-2|UMLS/C0027497|ALSO_CODED_AS
LNC/MTHU013524|UMLS/C0027497|ALSO_CODED_AS
MSH/D009325|UMLS/C0027497|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0027497|ALSO_CODED_AS
NCI/C3258|UMLS/C0027497|ALSO_CODED_AS
OMIM/MTHU002455|UMLS/C0027497|ALSO_CODED_AS
LNC/LA9467-7|UMLS/C0027741|ALSO_CODED_AS
LNC/LP200049-7|UMLS/C0027741|ALSO_CODED_AS
MSH/D009407|UMLS/C0027741|ALSO_CODED_AS
NCI/C21072|UMLS/C0027741|ALSO_CODED_AS
HPO/HP:0030166|UMLS/C0028081|ALSO_CODED_AS
LNC/LP75171-6|UMLS/C0028081|ALSO_CODED_AS
LNC/MTHU013525|UMLS/C0028081|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0028081|ALSO_CODED_AS
NCI/C3279|UMLS/C0028081|ALSO_CODED_AS
OMIM/MTHU071582|UMLS/C0028081|ALSO_CODED_AS
LNC/LA30857-9|UMLS/C0028643|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0028643|ALSO_CODED_AS
NCI/C34857|UMLS/C0028643|ALSO_CODED_AS
OMIM/MTHU008008|UMLS/C0028643|ALSO_CODED_AS
FMA/67325|UMLS/C0028785|ALSO_CODED_AS
MSH/D009778|UMLS/C0028785|ALSO_CODED_AS
MTH/U002117|UMLS/C0028785|ALSO_CODED_AS
NCI/C12355|UMLS/C0028785|ALSO_CODED_AS
HPO/HP:0033681|UMLS/C0028945|ALSO_CODED_AS
MSH/D009837|UMLS/C0028945|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0028945|ALSO_CODED_AS
NCI/C129319|UMLS/C0028945|ALSO_CODED_AS
OMIM/137800|UMLS/C0028945|ALSO_CODED_AS
OMIM/MTHU022890|UMLS/C0028945|ALSO_CODED_AS
OMIM/MTHU036793|UMLS/C0028945|ALSO_CODED_AS
FMA/58634|UMLS/C0029127|ALSO_CODED_AS
FMA/58711|UMLS/C0029127|ALSO_CODED_AS
MSH/D009898|UMLS/C0029127|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0029127|ALSO_CODED_AS
NCI/C12760|UMLS/C0029127|ALSO_CODED_AS
MSH/D000773|UMLS/C0030401|ALSO_CODED_AS
HPO/HP:0003401|UMLS/C0030554|ALSO_CODED_AS
LNC/LP202889-4|UMLS/C0030554|ALSO_CODED_AS
LNC/MTHU051473|UMLS/C0030554|ALSO_CODED_AS
MSH/D010292|UMLS/C0030554|ALSO_CODED_AS
MTH/556|UMLS/C0030554|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0030554|ALSO_CODED_AS
NCI/C28177|UMLS/C0030554|ALSO_CODED_AS
OMIM/MTHU005827|UMLS/C0030554|ALSO_CODED_AS
OMIM/MTHU016055|UMLS/C0030554|ALSO_CODED_AS
OMIM/MTHU016084|UMLS/C0030554|ALSO_CODED_AS
FMA/61826|UMLS/C0030560|ALSO_CODED_AS
MSH/D010296|UMLS/C0030560|ALSO_CODED_AS
MTH/U002145|UMLS/C0030560|ALSO_CODED_AS
NCI/C12354|UMLS/C0030560|ALSO_CODED_AS
MSH/D010314|UMLS/C0030605|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0030605|ALSO_CODED_AS
MTH/U000019|UMLS/C0030605|ALSO_CODED_AS
MTH/U000082|UMLS/C0030605|ALSO_CODED_AS
MTH/U000083|UMLS/C0030605|ALSO_CODED_AS
MTH/U000084|UMLS/C0030605|ALSO_CODED_AS
NCI/C38462|UMLS/C0030605|ALSO_CODED_AS
FMA/24485|UMLS/C0030647|ALSO_CODED_AS
LNC/LA16748-8|UMLS/C0030647|ALSO_CODED_AS
LNC/LP221451-0|UMLS/C0030647|ALSO_CODED_AS
LNC/LP30162-9|UMLS/C0030647|ALSO_CODED_AS
LNC/LP30539-8|UMLS/C0030647|ALSO_CODED_AS
LNC/MTHU014782|UMLS/C0030647|ALSO_CODED_AS
LNC/MTHU053776|UMLS/C0030647|ALSO_CODED_AS
MSH/D010329|UMLS/C0030647|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0030647|ALSO_CODED_AS
NCI/C33282|UMLS/C0030647|ALSO_CODED_AS
MSH/D010465|UMLS/C0030971|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0030971|ALSO_CODED_AS
NCI/C16967|UMLS/C0030971|ALSO_CODED_AS
LNC/LP14931-7|UMLS/C0032207|ALSO_CODED_AS
LNC/MTHU002192|UMLS/C0032207|ALSO_CODED_AS
MSH/D010984|UMLS/C0032207|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0032207|ALSO_CODED_AS
MTH/U000086|UMLS/C0032207|ALSO_CODED_AS
NCI/C376|UMLS/C0032207|ALSO_CODED_AS
NCI/C756|UMLS/C0032207|ALSO_CODED_AS
RXNORM/1311280|UMLS/C0032207|ALSO_CODED_AS
HPO/HP:0033840|UMLS/C0032776|ALSO_CODED_AS
ICD9CM/627.1|UMLS/C0032776|ALSO_CODED_AS
NCI/C34937|UMLS/C0032776|ALSO_CODED_AS
LNC/LP18109-6|UMLS/C0032952|ALSO_CODED_AS
LNC/MTHU062944|UMLS/C0032952|ALSO_CODED_AS
MSH/D011241|UMLS/C0032952|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0032952|ALSO_CODED_AS
NCI/C770|UMLS/C0032952|ALSO_CODED_AS
RXNORM/8640|UMLS/C0032952|ALSO_CODED_AS
VANDF/4017876|UMLS/C0032952|ALSO_CODED_AS
MSH/D011517|UMLS/C0033707|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0033707|ALSO_CODED_AS
MTH/U000023|UMLS/C0033707|ALSO_CODED_AS
NCI/C62656|UMLS/C0033707|ALSO_CODED_AS
LNC/LP263781-9|UMLS/C0034117|ALSO_CODED_AS
MSH/D011677|UMLS/C0034117|ALSO_CODED_AS
MTH/U003461|UMLS/C0034117|ALSO_CODED_AS
FMA/58252|UMLS/C0034121|ALSO_CODED_AS
LNC/LP30546-3|UMLS/C0034121|ALSO_CODED_AS
LNC/MTHU015063|UMLS/C0034121|ALSO_CODED_AS
MSH/D011680|UMLS/C0034121|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0034121|ALSO_CODED_AS
NCI/C33429|UMLS/C0034121|ALSO_CODED_AS
MSH/D012018|UMLS/C0034929|ALSO_CODED_AS
MTH/U003465|UMLS/C0034929|ALSO_CODED_AS
NCI/C78342|UMLS/C0034929|ALSO_CODED_AS
HPO/HP:0001250|UMLS/C0036572|ALSO_CODED_AS
LNC/LA15899-0|UMLS/C0036572|ALSO_CODED_AS
LNC/LA7472-9|UMLS/C0036572|ALSO_CODED_AS
MEDLINEPLUS/396|UMLS/C0036572|ALSO_CODED_AS
MSH/D012640|UMLS/C0036572|ALSO_CODED_AS
MTH/673|UMLS/C0036572|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0036572|ALSO_CODED_AS
NCI/C2962|UMLS/C0036572|ALSO_CODED_AS
OMIM/MTHU000242|UMLS/C0036572|ALSO_CODED_AS
OMIM/MTHU004223|UMLS/C0036572|ALSO_CODED_AS
GO/GO:0007600|UMLS/C0036658|ALSO_CODED_AS
LNC/LP34365-4|UMLS/C0036658|ALSO_CODED_AS
LNC/MTHU017277|UMLS/C0036658|ALSO_CODED_AS
MSH/D012677|UMLS/C0036658|ALSO_CODED_AS
MTH/527|UMLS/C0036658|ALSO_CODED_AS
MTH/U003464|UMLS/C0036658|ALSO_CODED_AS
MSH/D012683|UMLS/C0036674|ALSO_CODED_AS
LNC/LP74327-5|UMLS/C0036743|ALSO_CODED_AS
LNC/MTHU008384|UMLS/C0036743|ALSO_CODED_AS
MSH/D012698|UMLS/C0036743|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0036743|ALSO_CODED_AS
HPO/HP:0000246|UMLS/C0037199|ALSO_CODED_AS
MEDLINEPLUS/404|UMLS/C0037199|ALSO_CODED_AS
MSH/D012852|UMLS/C0037199|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0037199|ALSO_CODED_AS
NCI/C35024|UMLS/C0037199|ALSO_CODED_AS
OMIM/MTHU006260|UMLS/C0037199|ALSO_CODED_AS
LNC/LP121781-1|UMLS/C0037817|ALSO_CODED_AS
LNC/LP251050-3|UMLS/C0037817|ALSO_CODED_AS
LNC/MTHU039958|UMLS/C0037817|ALSO_CODED_AS
MSH/D013060|UMLS/C0037817|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0037817|ALSO_CODED_AS
NCI/C38025|UMLS/C0037817|ALSO_CODED_AS
MSH/D015524|UMLS/C0037886|ALSO_CODED_AS
NCI/C35031|UMLS/C0037886|ALSO_CODED_AS
HPO/HP:0001297|UMLS/C0038454|ALSO_CODED_AS
LNC/LA22099-8|UMLS/C0038454|ALSO_CODED_AS
LNC/LA22244-0|UMLS/C0038454|ALSO_CODED_AS
LNC/LA9553-4|UMLS/C0038454|ALSO_CODED_AS
LNC/LP74605-4|UMLS/C0038454|ALSO_CODED_AS
LNC/MTHU020801|UMLS/C0038454|ALSO_CODED_AS
MEDLINEPLUS/8|UMLS/C0038454|ALSO_CODED_AS
MSH/D020521|UMLS/C0038454|ALSO_CODED_AS
MTH/NOCODE|UMLS/C0038454|ALSO_CODED_AS
MTH/U001797|UMLS/C0038454|ALSO_CODED_AS
NCI/C3390|UMLS/C0038454|ALSO_CODED_AS
OMIM/601367|UMLS/C0038454|ALSO_CODED_AS
OMIM/MTHU008085|UMLS/C0038454|ALSO_CODED_AS
OMIM/MTHU009877|UMLS/C0038454|ALSO_CODED_AS
OMIM/MTHU010049|UMLS/C0038454|ALSO_CODED_AS
